address,transaction_count,unique_customers,total_received_usdt,avg_payment_size,median_payment_size,max_customer_share,transaction_span_days,days_active,hours_active,peak_hour_utc,estimated_region,customer_return_rate,returning_customers,first_seen,last_seen,merchant_size
trr31sekkc2tghcyyscrmfum3m1ztcmmmm,12,10,237.58,19.8,12.0,0.167,1,2,9,9,Europe-Africa,0.2,2,2025-06-11 08:49:57-07:00,2025-06-12 09:47:45-07:00,Small
txjnhkjnzabne9e7dzpm2xz1jrfi5fomhg,12,12,483.66,40.31,23.6,0.083,0,2,3,1,Asia-Pacific,0.0,0,2025-06-11 10:12:48-07:00,2025-06-12 01:43:00-07:00,Small
tjd6wexhjp4nbribbtrmzypkgmd2feyt5n,12,6,703.26,58.6,40.0,0.417,1,2,9,12,Europe-Africa,0.333,2,2025-06-11 09:24:36-07:00,2025-06-12 13:27:21-07:00,Small
tqvyzfapuqwomsxntagdnkvnjcxrjqvxyf,12,11,982.0,81.83,56.0,0.167,1,2,8,7,Europe-Africa,0.091,1,2025-06-11 07:57:21-07:00,2025-06-12 08:07:00-07:00,Small
tqvmnpjxdhdefxufwdgq2hpssagqqvpcvu,12,9,576.0,48.0,23.5,0.25,0,2,10,21,Americas,0.222,2,2025-06-11 18:21:33-07:00,2025-06-12 11:46:54-07:00,Small
tsynqssqsmr3zuoqlqpkczfkax2wxjknkn,12,12,416.0,34.67,25.0,0.083,1,2,10,7,Europe-Africa,0.0,0,2025-06-11 10:28:15-07:00,2025-06-12 13:07:57-07:00,Small
twaxabupoeukxtxnsu9dx5efactswwmpjv,12,7,453.9,37.82,43.65,0.25,1,2,6,8,Europe-Africa,0.571,4,2025-06-11 08:08:48-07:00,2025-06-12 09:38:48-07:00,Small
tytzdefp2kposhitse5cioecmcxm776vxx,12,8,1065.67,88.81,91.5,0.25,1,2,7,12,Europe-Africa,0.375,3,2025-06-11 12:27:30-07:00,2025-06-12 12:52:27-07:00,Small
tamf3cpb7cpykjsf9xmfsspulx1qwlxwzf,12,10,669.94,55.83,26.52,0.25,1,2,9,5,Asia-Pacific,0.1,1,2025-06-11 07:48:39-07:00,2025-06-12 10:21:48-07:00,Small
thq2nbep7jbvtbgqbg2qc464jbzzknk2bm,12,12,648.7,54.06,37.0,0.083,1,2,9,8,Europe-Africa,0.0,0,2025-06-11 08:40:24-07:00,2025-06-12 09:48:57-07:00,Small
thwh36rgh4cy4vzkps6cnn3ffuaxoglubz,12,9,932.03,77.67,64.51,0.167,0,2,7,22,Asia-Pacific,0.333,3,2025-06-11 21:57:45-07:00,2025-06-12 12:42:36-07:00,Small
ttzjpaqphfi6bohhwkmcya6zuyh2hqvei1,12,10,168.66,14.06,14.02,0.167,0,2,9,23,Asia-Pacific,0.2,2,2025-06-11 13:21:21-07:00,2025-06-12 09:44:06-07:00,Small
ttygcnalymp6zd5h8famnnnxa9orpexswa,12,7,720.21,60.02,50.0,0.333,0,2,6,16,Americas,0.429,3,2025-06-11 15:36:33-07:00,2025-06-12 01:17:06-07:00,Small
ttxzhegdsjnyvuvr2xgdxhagfxchpcpxt1,12,10,279.0,23.25,19.5,0.167,1,2,10,9,Europe-Africa,0.2,2,2025-06-11 09:08:18-07:00,2025-06-12 13:34:09-07:00,Small
tbz1mlgilhu4ixccg9kpxuszrp25p8enjc,12,6,527.52,43.96,49.0,0.333,0,1,5,16,Americas,0.667,4,2025-06-11 14:28:45-07:00,2025-06-11 18:24:45-07:00,Small
twtndsylhebpqsx1nebrrmeskcqsi9t97z,12,7,388.0,32.33,19.0,0.25,1,2,5,9,Europe-Africa,0.429,3,2025-06-11 09:02:06-07:00,2025-06-12 10:23:24-07:00,Small
tawouwzxjskvp2sqpzdd4eufevdyiaaa5b,12,12,199.45,16.62,10.0,0.083,1,2,7,13,Europe-Africa,0.0,0,2025-06-11 08:13:18-07:00,2025-06-12 13:35:06-07:00,Small
tfzxbc5umxztduh1q6e6mysgqr9zxxzvwu,12,7,653.95,54.5,55.78,0.25,1,2,10,8,Europe-Africa,0.429,3,2025-06-11 08:17:00-07:00,2025-06-12 08:58:21-07:00,Small
tbxdtxkbdw7fptzdrwnzhriq1urab3mwcy,12,10,895.0,74.58,40.0,0.167,0,2,7,7,Europe-Africa,0.2,2,2025-06-11 07:54:36-07:00,2025-06-12 07:40:18-07:00,Small
tvqdv7657htji6nfywv9fa4zdcaagqnuys,12,7,158.03,13.17,13.92,0.25,1,2,6,5,Asia-Pacific,0.571,4,2025-06-11 11:32:57-07:00,2025-06-12 13:40:03-07:00,Small
tvhkrhwfipdmumvaiwgvb3znpvwt3ffxlc,12,9,157.0,13.08,10.0,0.25,1,2,8,13,Europe-Africa,0.222,2,2025-06-11 09:10:57-07:00,2025-06-12 13:39:06-07:00,Small
tgnuh3q26abdfswyevsc8xqwwnmt4l61ea,12,11,709.9,59.16,34.75,0.167,1,2,8,7,Europe-Africa,0.091,1,2025-06-11 07:57:27-07:00,2025-06-12 09:40:15-07:00,Small
tgmehpxgcfs1eur1mrjadtyycsr2sr32d2,12,12,563.0,46.92,40.0,0.083,1,2,7,10,Europe-Africa,0.0,0,2025-06-11 08:19:51-07:00,2025-06-12 10:20:12-07:00,Small
tqyuar8w7rh7f2cur5b5wkm3jghr3baaaa,12,11,543.0,45.25,21.5,0.167,0,2,9,9,Europe-Africa,0.091,1,2025-06-11 09:50:42-07:00,2025-06-12 09:32:21-07:00,Small
tm3emmzrv5u8qbwdwo2vpyjkb8rth8as7u,12,7,478.0,39.83,24.0,0.25,1,2,3,12,Europe-Africa,0.429,3,2025-06-11 08:48:06-07:00,2025-06-12 12:22:27-07:00,Small
tm3dpqenkkde33eeh3xw5xygcvzuay98j2,12,9,867.54,72.3,69.28,0.167,0,2,10,17,Americas,0.333,3,2025-06-11 17:34:12-07:00,2025-06-12 09:03:51-07:00,Small
tgvngybrzpyemxyuy8zewhuiziw52snru5,12,12,407.0,33.92,20.0,0.083,1,2,9,1,Asia-Pacific,0.0,0,2025-06-11 09:51:33-07:00,2025-06-12 11:56:30-07:00,Small
tdj6zdvhskdtnm9grpg8t4jwahfnmm8ai7,12,7,788.4,65.7,60.0,0.25,0,2,10,7,Europe-Africa,0.571,4,2025-06-11 09:02:39-07:00,2025-06-12 07:35:51-07:00,Small
tdiu41gers5nuyyxjf9t5pchjdfwykkttt,12,8,228.0,19.0,19.0,0.167,1,2,8,11,Europe-Africa,0.5,4,2025-06-11 11:01:51-07:00,2025-06-12 13:28:45-07:00,Small
tvt68kzwtxy2nywfzugbrqhhfsutvnbjqf,12,8,514.53,42.88,48.46,0.167,0,2,10,23,Asia-Pacific,0.5,4,2025-06-11 12:30:57-07:00,2025-06-12 11:08:12-07:00,Small
txlybwws847cshvetlpryecyqe4s666666,12,10,193.0,16.08,10.0,0.167,1,2,9,11,Europe-Africa,0.2,2,2025-06-11 09:45:45-07:00,2025-06-12 11:48:27-07:00,Small
txl2gkekypd8yjecxrfvnpttdnp8xvrr9s,12,11,940.66,78.39,30.0,0.167,0,1,3,17,Americas,0.091,1,2025-06-11 17:21:51-07:00,2025-06-11 19:17:09-07:00,Small
txkx1aqlql1wrgdnu6qntr83ipngkxvhkr,12,12,228.85,19.07,15.66,0.083,0,1,1,9,Europe-Africa,0.0,0,2025-06-11 09:26:45-07:00,2025-06-11 09:43:15-07:00,Small
tsv57jwdrfkov3buxw5561eoabzzu6kmpr,12,6,868.52,72.38,34.12,0.25,0,2,9,12,Europe-Africa,0.5,3,2025-06-11 10:26:42-07:00,2025-06-12 02:44:45-07:00,Small
tuic7fkrz6ripd1xvnub3uktt4pek3njrj,12,12,792.82,66.07,33.9,0.083,1,2,3,22,Asia-Pacific,0.0,0,2025-06-11 11:59:45-07:00,2025-06-12 13:29:15-07:00,Small
tmb3szdbn7t4o3fzgkv8wbssnvtwgpkesv,12,11,214.42,17.87,15.89,0.167,1,2,8,13,Europe-Africa,0.091,1,2025-06-11 08:11:27-07:00,2025-06-12 13:07:06-07:00,Small
tm9c9nrguwqeqjff7cvn361txmrgadkjdx,12,10,1038.3,86.52,75.0,0.167,1,2,7,8,Europe-Africa,0.2,2,2025-06-11 08:21:45-07:00,2025-06-12 12:42:09-07:00,Small
tme6tbrkvttkuudrgk3r2wet4ai5mept32,12,8,583.19,48.6,28.37,0.333,0,1,6,13,Europe-Africa,0.25,2,2025-06-11 09:24:36-07:00,2025-06-11 15:10:48-07:00,Small
trhhf91ocs9rhiq6se8kjoojtjagsm5tad,12,5,1134.85,94.57,99.7,0.583,0,2,10,4,Asia-Pacific,0.4,2,2025-06-11 15:12:09-07:00,2025-06-12 07:28:24-07:00,Small
tbznpwrwnlnlyn3ka15qi98gbp2kzhy57n,12,8,565.0,47.08,27.5,0.333,0,2,8,22,Asia-Pacific,0.25,2,2025-06-11 20:13:30-07:00,2025-06-12 06:50:27-07:00,Small
teanxxp5xlz5ugpgspasxf86zcyw222222,12,10,548.0,45.67,9.0,0.25,0,2,8,9,Europe-Africa,0.1,1,2025-06-11 08:29:36-07:00,2025-06-12 08:07:45-07:00,Small
thrqtt2vg7gfn5664y2wc9egnjkj1djgjx,12,12,635.99,53.0,41.38,0.083,0,2,8,4,Asia-Pacific,0.0,0,2025-06-11 07:45:33-07:00,2025-06-12 04:42:24-07:00,Small
tpvk6cnm7ha8pgdm3h5yh7muv5jyr1pqpo,12,10,948.62,79.05,92.0,0.25,0,2,7,3,Asia-Pacific,0.1,1,2025-06-11 11:15:48-07:00,2025-06-12 10:15:00-07:00,Small
tpvc5bo9hrxqexpmzsmk4fa3n9schsnsbt,12,11,320.0,26.67,3.0,0.167,1,2,10,8,Europe-Africa,0.091,1,2025-06-11 07:51:48-07:00,2025-06-12 10:45:51-07:00,Small
tpubs43bb7j8dv25zcxecgdtu9mhctqeg6,12,12,933.4,77.78,33.07,0.083,1,2,8,9,Europe-Africa,0.0,0,2025-06-11 09:41:06-07:00,2025-06-12 13:04:06-07:00,Small
tsoqkxxtpbtm1izv5oidba2sxz9prjtp5x,12,5,258.55,21.55,20.85,0.417,0,2,6,9,Europe-Africa,0.6,3,2025-06-11 23:39:33-07:00,2025-06-12 11:23:03-07:00,Small
tjkharhtr8ajd7x89ubhm2p2rbgm5naprx,12,6,740.0,61.67,12.78,0.5,0,2,9,2,Asia-Pacific,0.333,2,2025-06-11 09:33:48-07:00,2025-06-12 08:32:18-07:00,Small
tbvtouyxzaqw2fw2mw5prlmmmcshclnn16,12,8,1123.0,93.58,82.0,0.333,1,2,8,12,Europe-Africa,0.25,2,2025-06-11 09:55:06-07:00,2025-06-12 10:54:06-07:00,Small
tctzwgcjiffsubrynatiwejooqzpp5mjzi,12,8,1015.59,84.63,69.09,0.25,1,2,10,13,Europe-Africa,0.25,2,2025-06-11 12:54:33-07:00,2025-06-12 13:35:33-07:00,Small
tfx4exdzk5sgax8ke6ofd7u7wea336ha7n,12,9,850.0,70.83,50.0,0.25,0,2,6,21,Americas,0.222,2,2025-06-11 09:18:00-07:00,2025-06-12 06:26:15-07:00,Small
tbtzufef1r8szax8rj8vebmqqudmrrwyw8,12,7,1162.0,96.83,99.0,0.25,0,2,4,18,Americas,0.571,4,2025-06-11 09:58:30-07:00,2025-06-12 05:19:42-07:00,Small
tk49ghn9y5tctyf75qsjh38vuassv9xww1,12,10,1055.86,87.99,45.22,0.167,1,2,9,10,Europe-Africa,0.2,2,2025-06-11 10:04:45-07:00,2025-06-12 13:39:03-07:00,Small
tbihrzrcsfjddjwmo5szu8ldlw7c4jeupu,12,7,440.86,36.74,26.9,0.333,1,2,7,11,Europe-Africa,0.429,3,2025-06-11 10:12:39-07:00,2025-06-12 13:33:33-07:00,Small
tkb92bsp3dmjqhhvm2qnwah7slscysb4jq,12,10,280.56,23.38,20.64,0.25,1,2,10,9,Europe-Africa,0.1,1,2025-06-11 08:41:33-07:00,2025-06-12 11:51:03-07:00,Small
teqxu3trjldepowb5udpsjps9zuwrg48yh,12,8,514.99,42.92,25.0,0.25,0,2,9,9,Europe-Africa,0.375,3,2025-06-11 11:26:00-07:00,2025-06-12 09:54:48-07:00,Small
tjnkcrro3hcrabvle2wzfabhj3xyzh9pqk,12,5,484.25,40.35,13.56,0.583,0,1,7,8,Europe-Africa,0.4,2,2025-06-12 00:47:12-07:00,2025-06-12 11:23:12-07:00,Small
txcuswvzajbhmntdqh8f5pzhdnfu6r92pj,12,11,994.98,82.92,47.35,0.167,0,2,9,8,Europe-Africa,0.091,1,2025-06-11 20:07:15-07:00,2025-06-12 12:47:54-07:00,Small
tymzayv7t1xrfe7ayh22dv9y2h88888888,12,11,705.76,58.81,15.0,0.167,1,2,9,23,Asia-Pacific,0.091,1,2025-06-11 09:22:06-07:00,2025-06-12 13:47:27-07:00,Small
tylvsppess7ch57fs1p4ovaz7yznzjmwdg,12,11,250.23,20.85,22.08,0.167,0,2,9,7,Europe-Africa,0.091,1,2025-06-11 07:43:03-07:00,2025-06-12 07:30:54-07:00,Small
tagunar6f7ewrjvrcuokfh59svzhenmzuy,12,12,662.74,55.23,31.5,0.083,1,2,10,16,Americas,0.0,0,2025-06-11 08:29:30-07:00,2025-06-12 12:16:00-07:00,Small
tkjveqqj4xkfkrg8ha6aozdt27rs9gdlw1,12,11,860.0,71.67,85.0,0.167,0,2,9,8,Europe-Africa,0.091,1,2025-06-11 10:17:51-07:00,2025-06-12 09:06:30-07:00,Small
tkjojl7ee6nyikytpx5gganyou2plzaucw,12,7,933.11,77.76,55.7,0.333,1,2,7,9,Europe-Africa,0.286,2,2025-06-11 07:57:36-07:00,2025-06-12 12:22:54-07:00,Small
tpjfcffuycnycneqjdlxc34baujg5kpsqa,12,6,781.82,65.15,62.8,0.25,1,2,7,14,Americas,0.667,4,2025-06-11 11:20:09-07:00,2025-06-12 13:05:33-07:00,Small
tbcsnaqsvqszzvsbc68txpbub5zmcptxbn,12,6,598.86,49.9,55.71,0.333,1,2,9,13,Europe-Africa,0.5,3,2025-06-11 08:44:15-07:00,2025-06-12 13:12:03-07:00,Small
tpmcghjbpyteglacmuyqf3yentlvusnmpy,12,8,452.9,37.74,31.6,0.167,0,2,8,5,Asia-Pacific,0.5,4,2025-06-11 19:40:57-07:00,2025-06-12 08:02:12-07:00,Small
tjrndzkrhm4ephithzvq52skditd2spiwu,12,7,256.83,21.4,21.0,0.25,0,1,9,20,Americas,0.571,4,2025-06-11 12:05:45-07:00,2025-06-11 23:31:00-07:00,Small
twk662fzpch8c8qsikcdgtpexwewrzncke,12,8,538.01,44.83,45.0,0.25,1,2,8,4,Asia-Pacific,0.375,3,2025-06-11 08:55:45-07:00,2025-06-12 13:27:48-07:00,Small
twscaszs9t4nxv6gztscc5sh1bckamxwld,12,12,1070.7,89.22,100.0,0.083,0,2,3,2,Asia-Pacific,0.0,0,2025-06-11 18:37:09-07:00,2025-06-12 02:35:51-07:00,Small
tpjj2cv1frrzehh1mx4pj4ppzddykzw1un,12,6,777.75,64.81,45.0,0.583,1,2,5,9,Europe-Africa,0.167,1,2025-06-11 07:54:21-07:00,2025-06-12 09:56:03-07:00,Small
tuuxr6oxjzavlz6hxjrjvrjpt1z3bbbbbb,12,10,656.71,54.73,40.0,0.167,1,2,7,10,Europe-Africa,0.2,2,2025-06-11 08:43:36-07:00,2025-06-12 10:07:24-07:00,Small
tpzwe85spbinr3xpvsrksah94logm9ycxz,12,10,671.95,56.0,38.0,0.167,1,2,10,1,Asia-Pacific,0.2,2,2025-06-11 07:41:33-07:00,2025-06-12 08:23:24-07:00,Small
tfnacbvjwznuwayw8ees9parmz8bdbwcih,12,8,393.01,32.75,34.01,0.25,1,2,7,5,Asia-Pacific,0.375,3,2025-06-11 08:46:03-07:00,2025-06-12 09:35:36-07:00,Small
tjmvid6u97zdh1g5xl8w6epwpqrhjuwkdm,12,10,210.0,17.5,15.0,0.25,0,2,8,6,Asia-Pacific,0.1,1,2025-06-11 08:18:36-07:00,2025-06-12 07:55:27-07:00,Small
twg45pqy7nsndrifrknm93sd3zi4h4aubx,12,11,1056.0,88.0,86.5,0.167,1,2,6,9,Europe-Africa,0.091,1,2025-06-11 09:59:27-07:00,2025-06-12 10:55:06-07:00,Small
tp1fnaxhj8t4zxnvnouugyfufdpc6dyxju,12,12,688.69,57.39,51.5,0.083,0,2,9,9,Europe-Africa,0.0,0,2025-06-11 09:13:15-07:00,2025-06-12 09:08:18-07:00,Small
tb7o43tch6xmo38exepjpgm8fg8mtk6hvm,12,11,536.91,44.74,41.65,0.167,0,2,9,22,Asia-Pacific,0.091,1,2025-06-11 08:25:48-07:00,2025-06-12 07:32:36-07:00,Small
tb4xl7zak4y5cp5suvuqlccdus2ak9kqhg,12,12,372.0,31.0,27.0,0.083,1,2,8,7,Europe-Africa,0.0,0,2025-06-11 07:42:33-07:00,2025-06-12 13:00:57-07:00,Small
twynfgj4swbngxtwdye9ivxzhprlleqhcw,12,8,438.0,36.5,29.0,0.167,0,1,7,2,Asia-Pacific,0.5,4,2025-06-12 00:54:36-07:00,2025-06-12 11:22:48-07:00,Small
tlq9l2qmfvbpm3ncmlkdnmamuhws8tzect,12,11,1090.0,90.83,68.5,0.167,0,2,8,7,Europe-Africa,0.091,1,2025-06-11 15:27:51-07:00,2025-06-12 09:58:42-07:00,Small
tthe8rhebvmvdanjfmdxj2fctsuuuxeg3x,12,10,393.02,32.75,36.0,0.167,0,2,8,13,Europe-Africa,0.2,2,2025-06-11 13:17:30-07:00,2025-06-12 13:15:33-07:00,Small
tmk1jy2usani7tig8bxzey9b6yr6m4rmzd,12,8,704.0,58.67,58.0,0.25,0,1,6,3,Asia-Pacific,0.25,2,2025-06-12 00:44:09-07:00,2025-06-12 10:45:57-07:00,Small
tuy6mnh55qd5hsmh5vjxnfqysnzl1qmjge,12,11,745.01,62.08,29.0,0.167,1,2,7,8,Europe-Africa,0.091,1,2025-06-11 07:50:12-07:00,2025-06-12 12:51:09-07:00,Small
tuwsyfbazdb8bdc6lhieybwlnthca2ac5k,12,6,658.82,54.9,49.0,0.5,1,2,6,10,Europe-Africa,0.333,2,2025-06-11 12:03:51-07:00,2025-06-12 12:36:21-07:00,Small
tuvpvhrf6xezlgpj2krnkcfqcptxtxetze,12,7,815.0,67.92,56.0,0.25,1,2,6,10,Europe-Africa,0.571,4,2025-06-11 08:24:30-07:00,2025-06-12 10:34:09-07:00,Small
tjzryngrkou7appkfahncnudft837utosa,12,12,218.75,18.23,17.62,0.083,0,1,3,16,Americas,0.0,0,2025-06-11 16:34:36-07:00,2025-06-11 23:54:30-07:00,Small
teyictfu7m559n3cushdc8b6kutlomadw4,12,9,278.58,23.22,20.02,0.25,0,2,8,10,Europe-Africa,0.222,2,2025-06-11 18:37:45-07:00,2025-06-12 11:09:45-07:00,Small
tv8tg33gxtkr4da71fv8qj7edu3wdecseb,12,8,901.0,75.08,72.5,0.25,0,2,6,9,Europe-Africa,0.375,3,2025-06-11 11:31:42-07:00,2025-06-12 10:21:30-07:00,Small
tpl4erkrkdwfuwt5kgfpde8pdjrtjzhnhs,12,8,993.53,82.79,74.88,0.25,1,2,4,12,Europe-Africa,0.375,3,2025-06-11 12:43:06-07:00,2025-06-12 12:58:45-07:00,Small
tfby5tdejfq9ck6wefiuwfygsfp9amiwpc,12,10,429.79,35.82,16.0,0.25,0,2,11,5,Asia-Pacific,0.1,1,2025-06-11 14:47:54-07:00,2025-06-12 11:25:42-07:00,Small
tf4y3p9myvdtbt7xyys47jaub9py7h7ald,12,11,594.0,49.5,23.0,0.167,0,2,8,6,Asia-Pacific,0.091,1,2025-06-11 09:14:33-07:00,2025-06-12 06:30:39-07:00,Small
tmk6p3xbyr8mu7cqefmcomxqff22222222,12,11,1054.23,87.85,70.67,0.167,1,2,7,8,Europe-Africa,0.091,1,2025-06-11 08:04:00-07:00,2025-06-12 10:15:09-07:00,Small
tth5ltso5kbswumvymo1gcfudsumxewhjk,12,7,107.0,8.92,8.5,0.25,0,2,11,9,Europe-Africa,0.571,4,2025-06-11 09:13:36-07:00,2025-06-12 09:05:57-07:00,Small
thfwmee9qvpvxjpltrtdsxqcq7zjy3mjrz,12,12,1194.36,99.53,60.31,0.083,1,2,7,13,Europe-Africa,0.0,0,2025-06-11 10:30:03-07:00,2025-06-12 13:41:03-07:00,Small
tha42b65haf1zhpdvjlg9aup6yiumcrbar,12,6,405.73,33.81,24.46,0.333,1,2,8,11,Europe-Africa,0.5,3,2025-06-11 08:36:36-07:00,2025-06-12 10:30:48-07:00,Small
tto9k3vqmnuwwpxv9jnagsvua5a9b6szpw,12,11,654.0,54.5,12.0,0.167,0,2,5,9,Europe-Africa,0.091,1,2025-06-11 22:35:06-07:00,2025-06-12 13:39:12-07:00,Small
th3f7yxwmjobyqe4xrcyfxgjw3qz5masjz,12,8,578.0,48.17,30.0,0.25,1,2,7,9,Europe-Africa,0.25,2,2025-06-11 08:38:15-07:00,2025-06-12 09:59:15-07:00,Small
tdqijutghzeqw3necpt4mzwwcrrt1razdq,12,8,681.1,56.76,40.0,0.25,0,1,2,12,Europe-Africa,0.375,3,2025-06-11 12:02:48-07:00,2025-06-11 13:28:54-07:00,Small
tdqferb7yafhyrzfu2yakq2rinpp9f6cec,12,7,693.39,57.78,69.34,0.25,0,2,9,2,Asia-Pacific,0.571,4,2025-06-11 08:03:18-07:00,2025-06-12 05:52:18-07:00,Small
tpfeljamwqmxz13xfhps5ezflhpmnlnwpe,12,10,389.0,32.42,25.0,0.25,0,2,9,4,Asia-Pacific,0.1,1,2025-06-11 20:00:09-07:00,2025-06-12 07:46:27-07:00,Small
tz61f4xmm4hkpnngupbtiumnetqettp5bu,12,9,720.98,60.08,10.0,0.25,1,2,8,3,Asia-Pacific,0.222,2,2025-06-11 09:01:57-07:00,2025-06-12 13:00:03-07:00,Small
tz7v5eccpumjm9h2kjeh7xmjvmrrbah6cy,12,11,996.0,83.0,36.0,0.167,0,2,11,3,Asia-Pacific,0.091,1,2025-06-11 20:51:48-07:00,2025-06-12 08:33:03-07:00,Small
tz1dcxtsyads4qaikdbdsgecxxjboxuvf1,12,10,314.96,26.25,10.9,0.167,1,2,8,5,Asia-Pacific,0.2,2,2025-06-11 08:22:42-07:00,2025-06-12 13:37:18-07:00,Small
tz6xsrexczagwamtvysfevddtsnkqvmuup,12,11,537.0,44.75,31.5,0.167,1,2,7,20,Americas,0.091,1,2025-06-11 07:59:39-07:00,2025-06-12 10:27:39-07:00,Small
tzbg6v2wqbxzwqfsydzcfgp9vvfa7sqjs3,12,5,821.7,68.47,69.64,0.333,1,2,11,1,Asia-Pacific,0.8,4,2025-06-11 08:19:57-07:00,2025-06-12 13:27:36-07:00,Small
tlp7xp5wsd5xekn5l79zx3dyeqbjbxp4w5,11,7,322.0,29.27,29.0,0.273,0,2,6,6,Asia-Pacific,0.286,2,2025-06-11 15:34:24-07:00,2025-06-12 08:12:30-07:00,Small
ta37rahyccgsls9tm2irs4yyjrrhwdcwfk,11,11,693.5,63.05,20.0,0.091,1,2,8,10,Europe-Africa,0.0,0,2025-06-11 08:10:54-07:00,2025-06-12 10:12:57-07:00,Small
tpskgspb6layx3qdj5bmfaw2xuj866nb9h,11,5,399.0,36.27,40.0,0.273,1,2,7,1,Asia-Pacific,0.6,3,2025-06-11 08:26:57-07:00,2025-06-12 09:49:18-07:00,Small
tcgq8szaojbfzxrdlw9mwtuyr6kmxhnsbe,11,9,1030.0,93.64,100.0,0.273,0,2,3,1,Asia-Pacific,0.111,1,2025-06-11 23:39:42-07:00,2025-06-12 01:53:12-07:00,Small
tae7lry8da25g2ntlpj8qbuc59ujt5tsjc,11,6,259.06,23.55,19.01,0.364,1,2,7,13,Europe-Africa,0.5,3,2025-06-11 12:16:45-07:00,2025-06-12 13:36:27-07:00,Small
tp9dfzsybwh9pw9osumnygfc8uqrj34wnt,11,10,254.0,23.09,25.0,0.182,1,2,7,8,Europe-Africa,0.1,1,2025-06-11 08:40:39-07:00,2025-06-12 11:05:06-07:00,Small
txv5eepxyczemskfsvcwjdsegj4oilikfo,11,8,248.7,22.61,10.0,0.273,1,2,7,15,Americas,0.25,2,2025-06-11 08:55:30-07:00,2025-06-12 12:12:06-07:00,Small
tdmpxxz3edyt9e6na8l2c1pmqrirxewipa,11,10,410.0,37.27,10.0,0.182,1,2,8,9,Europe-Africa,0.1,1,2025-06-11 08:37:57-07:00,2025-06-12 13:23:18-07:00,Small
tqc6gwvmax1w9kz1xohghcaf69awnxbheq,11,8,229.73,20.88,20.89,0.273,0,2,7,3,Asia-Pacific,0.25,2,2025-06-11 21:33:03-07:00,2025-06-12 04:21:54-07:00,Small
tzgryzddhy2p8bdhu35bmnhqe1fzn8ddle,11,8,745.34,67.76,80.53,0.273,1,2,6,9,Europe-Africa,0.25,2,2025-06-11 09:13:42-07:00,2025-06-12 09:42:42-07:00,Small
tlnjkxgnpbvk4nlkwzwxjuptsh3xehtyg7,11,8,420.54,38.23,39.0,0.182,1,2,6,10,Europe-Africa,0.375,3,2025-06-11 08:52:00-07:00,2025-06-12 12:23:24-07:00,Small
tvhx2dwolppolz6t3n5vdlqxqd7vg22222,11,11,627.0,57.0,30.0,0.091,0,2,8,6,Asia-Pacific,0.0,0,2025-06-11 09:31:18-07:00,2025-06-12 08:07:06-07:00,Small
tyexpd2sf9s1di6id6iysqc7g4umsubczv,11,9,283.58,25.78,20.86,0.273,1,2,7,9,Europe-Africa,0.111,1,2025-06-11 08:17:27-07:00,2025-06-12 10:59:12-07:00,Small
teeugyb4dmhtkgbrxemey5eltplgdxrqjw,11,7,991.63,90.15,48.0,0.364,0,2,7,8,Europe-Africa,0.286,2,2025-06-11 13:39:36-07:00,2025-06-12 12:02:42-07:00,Small
tvmzqpvddwzgu5lip1bdha7ni2fvt3vuzf,11,11,711.15,64.65,50.0,0.091,0,1,2,2,Asia-Pacific,0.0,0,2025-06-12 02:30:30-07:00,2025-06-12 12:09:30-07:00,Small
tlptx9dzcr8ba56pzugmtenif6m75uqqjs,11,9,837.24,76.11,20.0,0.273,0,2,9,7,Europe-Africa,0.111,1,2025-06-11 08:12:06-07:00,2025-06-12 07:59:36-07:00,Small
tgwvm6euupx5hudw8vdjxgxdetslocxlnr,11,7,840.6,76.42,56.0,0.364,1,2,7,11,Europe-Africa,0.286,2,2025-06-11 09:38:36-07:00,2025-06-12 11:30:24-07:00,Small
tls8pfgrqdvazgbnukasswphtfj1v7ngwo,11,10,212.26,19.3,22.01,0.182,1,2,9,8,Europe-Africa,0.1,1,2025-06-11 07:51:06-07:00,2025-06-12 08:27:45-07:00,Small
tlta6ub3yyrpj4qkv2zhvtpxakwwwwwwww,11,8,273.4,24.85,13.18,0.364,1,2,8,11,Europe-Africa,0.125,1,2025-06-11 10:09:36-07:00,2025-06-12 11:30:06-07:00,Small
tmvmraqyiaxtwvipj64jsvaxxvnki1obi7,11,9,766.0,69.64,20.0,0.182,1,2,7,9,Europe-Africa,0.222,2,2025-06-11 09:00:36-07:00,2025-06-12 13:03:54-07:00,Small
tvsfo4gghlqb45ongug9qd1pwkd4kp4lxj,11,10,880.29,80.03,85.17,0.182,0,2,8,3,Asia-Pacific,0.1,1,2025-06-11 18:46:18-07:00,2025-06-12 09:21:39-07:00,Small
tegmnsb4yqev9qju4tokwm3ytmmfsivh9v,11,10,766.15,69.65,18.85,0.182,0,2,8,11,Europe-Africa,0.1,1,2025-06-11 11:22:21-07:00,2025-06-12 03:48:24-07:00,Small
tkcxyxvczzzn7wfkjd5y8qbfszmjqs5syx,11,10,574.04,52.19,18.03,0.182,1,2,7,9,Europe-Africa,0.1,1,2025-06-11 09:15:27-07:00,2025-06-12 13:32:09-07:00,Small
